close_time,ret,equity,gross_exposure,net_exposure,cost
2020-02-17 00:00:00+00:00,-0.0002122675,1135654.1,0.066118762,0.043768226,3.7508403e-05
2020-02-18 00:00:00+00:00,0.0031371547,1139212,0.096960512,0.088644855,7.9796338e-05
2020-02-19 00:00:00+00:00,-0.0079000053,1130206.5,0.14013998,0.13331324,4.4218782e-05
2020-02-20 00:00:00+00:00,-0.0012995259,1128738.4,0.055003896,0.00062882138,3.080299e-05
2020-02-21 00:00:00+00:00,0.00065921657,1129482,0.067124635,0.036162664,5.6024216e-05
2020-02-22 00:00:00+00:00,-0.00028338475,1129160.2,0.10332339,0.090126157,7.2389398e-05
2020-02-23 00:00:00+00:00,0.0031859663,1132760.9,0.12870392,0.10335279,6.8083042e-05
2020-02-24 00:00:00+00:00,-0.0021616625,1130313.7,0.086684758,0.023179813,8.0549388e-05
2020-02-25 00:00:00+00:00,-0.0029990458,1126926.3,0.0993878,0.029787346,6.6965665e-05
2020-02-26 00:00:00+00:00,0.009441567,1137577.8,0.14381385,-0.13268447,8.9189444e-05
2020-02-27 00:00:00+00:00,-0.0080818956,1128404.2,0.16040414,-0.16040414,6.8952047e-05
2020-02-28 00:00:00+00:00,0.0022323201,1130875.4,0.22665928,-0.22665928,0.00010914498
2020-02-29 00:00:00+00:00,0.0043051272,1135722.7,0.22530306,-0.22530306,9.2629174e-05
2020-03-01 00:00:00+00:00,-0.0018206146,1133639.7,0.18829896,-0.18829896,8.8841046e-05
2020-03-02 00:00:00+00:00,-0.0034610299,1129720.7,0.098843255,-0.038900942,6.033637e-05
2020-03-03 00:00:00+00:00,-0.0022226734,1127211.6,0.074993946,0.00053515846,6.3219332e-05
2020-03-04 00:00:00+00:00,-0.00042643447,1126730.9,0.074684749,-0.015193294,4.034239e-05
2020-03-05 00:00:00+00:00,-0.00029989609,1126389.5,0.11839033,0.096171074,8.8602778e-05
2020-03-06 00:00:00+00:00,0.0036302637,1130478.7,0.14485965,0.132359,7.1496281e-05
2020-03-07 00:00:00+00:00,-0.0022233598,1127964.5,0.13621815,0.06840089,8.406513e-05
2020-03-08 00:00:00+00:00,0.020725211,1151522.9,0.20785302,-0.18724196,0.00015228075
2020-03-09 00:00:00+00:00,0.00082594887,1152359.9,0.26888786,-0.26888786,0.00010669902
2020-03-10 00:00:00+00:00,-0.0022765953,1149649.6,0.24832011,-0.24832011,0.00011387613
2020-03-11 00:00:00+00:00,0.0050448519,1155387.5,0.27803713,-0.27803713,0.00013206717
2020-03-12 00:00:00+00:00,0.098913107,1273349.7,0.17955497,-0.17955497,7.8045778e-05
2020-03-13 00:00:00+00:00,-0.012999175,1256716.6,0.050594372,-0.050594372,2.7025557e-05
2020-03-14 00:00:00+00:00,0.0046295997,1262536.1,0.071191818,-0.071191818,5.2227324e-05
2020-03-15 00:00:00+00:00,-0.0065989031,1254044.7,0.11944606,-0.11944606,4.5704181e-05
2020-03-16 00:00:00+00:00,0.003578539,1258471.1,0.079316472,-0.079316472,3.3299253e-05
2020-03-17 00:00:00+00:00,-0.0035891966,1253951.4,0.07665256,-0.07665256,4.7208987e-05
2020-03-18 00:00:00+00:00,-0.00077020277,1252971.1,0.088151024,-0.088151024,5.3860955e-05
2020-03-19 00:00:00+00:00,-0.012344318,1237569.7,0.081056781,-0.081056781,3.1397434e-05
2020-03-20 00:00:00+00:00,-0.00011820684,1237410.2,0.045683554,-0.045683554,2.5184492e-05
2020-03-21 00:00:00+00:00,-0.00091278291,1236276.9,0.04207194,-0.04207194,1.7878946e-05
2020-03-22 00:00:00+00:00,0.0027310897,1239651.9,0.052674781,-0.052674781,2.9037461e-05
2020-03-23 00:00:00+00:00,-0.0047406088,1233772.6,0.048894277,-0.048894277,1.8972656e-05
2020-03-24 00:00:00+00:00,-0.00096799819,1232577.6,0.042170635,-0.042170635,2.9981927e-05
2020-03-25 00:00:00+00:00,0.00049427856,1233181.8,0.070579141,-0.070579141,2.9183019e-05
2020-03-26 00:00:00+00:00,-0.00077796087,1232222.1,0.041265845,-0.040867773,2.2497964e-05
2020-03-27 00:00:00+00:00,0.0002965762,1232587.6,0.010934339,-0.0074064666,1.5410423e-05
2020-03-28 00:00:00+00:00,-0.00039321817,1232101.9,0.026245192,-0.026245192,1.6854095e-05
2020-03-29 00:00:00+00:00,0.0014996631,1233949.4,0.040754689,-0.040754689,3.0462861e-05
2020-03-30 00:00:00+00:00,-0.0030073868,1230242.9,0.032333059,-0.031978438,1.6423064e-05
2020-03-31 00:00:00+00:00,0.00014267056,1230418.2,0.028010815,-0.028010815,1.5145769e-05
2020-04-01 00:00:00+00:00,-0.0015648408,1228492.7,0.044774077,-0.044774077,2.7581256e-05
2020-04-02 00:00:00+00:00,-0.0011546981,1227074.3,0.024316935,-0.024037268,2.1903805e-05
2020-04-03 00:00:00+00:00,-0.00015866728,1226879.3,0.027400724,-0.027400724,1.0079372e-05
2020-04-04 00:00:00+00:00,-0.00095118815,1225712.6,0.029280033,-0.028911173,2.0248641e-05
2020-04-05 00:00:00+00:00,0.00023315351,1225998.3,0.037905094,-0.037905094,1.9496237e-05
2020-04-06 00:00:00+00:00,-0.00011688353,1225855,0.01378859,-0.0061300028,1.0428608e-05
2020-04-07 00:00:00+00:00,-0.0010878374,1224521.6,0.024628611,0.0099998258,1.3358317e-05
2020-04-08 00:00:00+00:00,8.0746506e-05,1224620.2,0.02419653,0.01618094,2.0655973e-05
2020-04-09 00:00:00+00:00,-0.00038219026,1224151.8,0.033581112,0.030170189,1.6391777e-05
2020-04-10 00:00:00+00:00,-0.0012578351,1222611,0.046729636,-0.03311861,3.9544882e-05
2020-04-11 00:00:00+00:00,-0.00060582571,1221870.5,0.029282109,-0.013263686,2.4788501e-05
2020-04-12 00:00:00+00:00,-0.0029614739,1218254.6,0.03728449,0.024081362,5.2000273e-05
2020-04-13 00:00:00+00:00,-0.0017657028,1216103.6,0.047397208,-0.042558518,4.1345164e-05
2020-04-14 00:00:00+00:00,0.00014358787,1216278.1,0.040614349,-0.010311464,2.4718542e-05
2020-04-15 00:00:00+00:00,-0.0043334758,1211016.3,0.063528705,0.057941011,4.9229305e-05
2020-04-16 00:00:00+00:00,0.00012119131,1211161.7,0.055549239,0.030503448,3.7987391e-05
2020-04-17 00:00:00+00:00,0.00038642719,1211628,0.068246794,0.067052488,3.2904088e-05
2020-04-18 00:00:00+00:00,0.0060984779,1219030,0.1550845,0.1550845,8.4361623e-05
2020-04-19 00:00:00+00:00,-0.0024845759,1215995.3,0.10654972,0.10654972,6.7290868e-05
2020-04-20 00:00:00+00:00,-0.0048782506,1210071.9,0.074965888,0.054082539,4.1984543e-05
2020-04-21 00:00:00+00:00,-8.263134e-05,1209971.6,0.051195374,-0.042179858,3.2294282e-05
2020-04-22 00:00:00+00:00,-0.0010815505,1208663.4,0.056090351,-0.02841244,2.8589262e-05
2020-04-23 00:00:00+00:00,-0.0031600962,1204848.5,0.050957432,-0.0090385229,3.9106618e-05
2020-04-24 00:00:00+00:00,-0.00076095115,1203931.5,0.055435647,0.048953702,4.9801875e-05
2020-04-25 00:00:00+00:00,0.0036564177,1208336.7,0.14488549,0.14488549,9.2838281e-05
2020-04-26 00:00:00+00:00,0.0073058302,1217180,0.19126605,0.19126605,9.1235579e-05
2020-04-27 00:00:00+00:00,-0.0030975851,1213398.5,0.21218478,0.21218478,8.9402131e-05
2020-04-28 00:00:00+00:00,0.0015542611,1215278.3,0.2000869,0.2000869,9.8918839e-05
2020-04-29 00:00:00+00:00,0.023696884,1244363.7,0.25251748,0.25251748,0.00012622261
2020-04-30 00:00:00+00:00,-0.0077380674,1234564.9,0.18462931,0.18462931,8.1320543e-05
2020-05-01 00:00:00+00:00,0.0017959357,1236774,0.14246427,0.14246427,8.5412625e-05
2020-05-02 00:00:00+00:00,0.0070605701,1245519.9,0.22238104,0.22238104,0.00010732476
2020-05-03 00:00:00+00:00,-0.0088199732,1234556.9,0.22745717,0.22745717,9.0188188e-05
2020-05-04 00:00:00+00:00,-0.0024268822,1231546.7,0.1213825,0.1213825,5.6335104e-05
2020-05-05 00:00:00+00:00,-0.0018058816,1229317.3,0.11719718,0.11719718,7.2562174e-05
2020-05-06 00:00:00+00:00,0.00055193762,1229979.9,0.13958688,0.13877297,7.9915336e-05
2020-05-07 00:00:00+00:00,0.0075660029,1239312,0.11385831,0.10836593,6.4379343e-05
2020-05-08 00:00:00+00:00,-0.0014792288,1237468,0.15870115,0.15870115,8.1778325e-05
2020-05-09 00:00:00+00:00,-0.020209081,1212549.7,0.21360522,0.21360522,9.6031829e-05
2020-05-10 00:00:00+00:00,-1.9393458e-05,1212526.1,0.038210236,-0.0022024035,4.4280685e-05
2020-05-11 00:00:00+00:00,-0.00068132905,1211699.5,0.048212537,0.0061436757,3.1006289e-05
2020-05-12 00:00:00+00:00,0.0024894279,1214716.5,0.087562163,0.079510928,5.1411937e-05
2020-05-13 00:00:00+00:00,0.0016885943,1216767.3,0.11254263,0.085418945,5.6367413e-05
2020-05-14 00:00:00+00:00,0.0018902804,1219052.9,0.14133616,0.12845575,9.1861558e-05
2020-05-15 00:00:00+00:00,-0.0089604094,1208132.8,0.25614277,0.25614277,0.00014629757
2020-05-16 00:00:00+00:00,0.0028795687,1211597.4,0.25807012,0.25807012,0.00011966628
2020-05-17 00:00:00+00:00,0.0062651532,1219178.5,0.28149521,0.28149521,0.00013833299
2020-05-18 00:00:00+00:00,-0.0021735672,1216491.4,0.31034101,0.31034101,0.00013348043
2020-05-19 00:00:00+00:00,0.0029896948,1220110.5,0.26626356,0.26626356,0.00012800483
2020-05-20 00:00:00+00:00,-0.0064352227,1212199.4,0.29460905,0.29460905,0.00015200096
2020-05-21 00:00:00+00:00,-0.013678856,1195700.4,0.19397106,0.19236018,7.9200305e-05
2020-05-22 00:00:00+00:00,0.0039269749,1200401.3,0.12717392,0.12621026,5.7204012e-05
2020-05-23 00:00:00+00:00,-0.00094036917,1199269.5,0.13272599,0.12966912,6.7529361e-05
2020-05-24 00:00:00+00:00,-0.0088211499,1188691.1,0.24655087,0.24589715,0.00015495804
2020-05-25 00:00:00+00:00,0.00026454063,1189003.4,0.10452471,0.094010282,8.1662616e-05
2020-05-26 00:00:00+00:00,-0.0014051994,1187326,0.17266429,0.17094425,0.00010057755
2020-05-27 00:00:00+00:00,0.0039632059,1192033.2,0.18094347,0.18094347,9.07251e-05
2020-05-28 00:00:00+00:00,0.0064664654,1199752.4,0.20591828,0.19714224,0.00012144592
2020-05-29 00:00:00+00:00,-0.0028788344,1196293.9,0.24996136,0.23590961,0.00013511911
2020-05-30 00:00:00+00:00,0.021694406,1222427.7,0.39897851,0.3932406,0.00022593564
2020-05-31 00:00:00+00:00,-0.012948545,1206629.7,0.37954749,0.37954749,0.00017950591
2020-06-01 00:00:00+00:00,0.018169897,1228654.2,0.37841001,0.37841001,0.00019928145
2020-06-02 00:00:00+00:00,-0.019748412,1204180.1,0.3049673,0.3049673,0.00011256255
2020-06-03 00:00:00+00:00,0.0028455486,1207605.8,0.15456381,0.15456381,0.0001947528
2020-06-04 00:00:00+00:00,0.0009916558,1208769.7,0.36409464,0.36409464,0.00017618603
2020-06-05 00:00:00+00:00,-0.0028044908,1205372.2,0.2924904,0.27375305,0.00014042338
2020-06-06 00:00:00+00:00,-9.5320601e-05,1205249.5,0.28550542,0.26081985,0.00014729179
2020-06-07 00:00:00+00:00,0.0026500015,1208438.4,0.21128764,0.15601357,0.00014103283
2020-06-08 00:00:00+00:00,-0.0024259417,1205499.6,0.24902642,0.24510335,9.7088736e-05
2020-06-09 00:00:00+00:00,0.0013947619,1207178,0.36223024,0.36223024,0.0001894667
2020-06-10 00:00:00+00:00,0.0043488815,1212428.7,0.41404109,0.41404109,0.00022714462
2020-06-11 00:00:00+00:00,-0.022496871,1185410,0.31549205,0.29202843,0.00012205147
2020-06-12 00:00:00+00:00,0.00027589852,1185736.6,0.068122759,0.031616269,4.1587505e-05
2020-06-13 00:00:00+00:00,-0.00039639589,1185266.4,0.15477318,-0.00054354787,8.9877954e-05
2020-06-14 00:00:00+00:00,-0.0002769235,1184937.4,0.17597237,-0.064160774,7.6972527e-05
2020-06-15 00:00:00+00:00,-0.0012496396,1183447.1,0.14363867,-0.11944384,8.6526766e-05
2020-06-16 00:00:00+00:00,0.00032436336,1183829.8,0.11492035,-0.021730076,0.00011549455
2020-06-17 00:00:00+00:00,-0.0015485865,1181997.6,0.11834037,0.026460736,6.8288789e-05
2020-06-18 00:00:00+00:00,-4.5717483e-05,1181943.4,0.12214385,-0.023972073,7.6229993e-05
2020-06-19 00:00:00+00:00,0.00041672771,1182433.7,0.18357343,-0.13996154,0.00011707089
2020-06-20 00:00:00+00:00,-0.0019494942,1180130.4,0.17423728,-0.034449748,0.00011780956
2020-06-21 00:00:00+00:00,0.00038510652,1180584.1,0.20098938,-0.099094857,0.00012967139
2020-06-22 00:00:00+00:00,0.00028256864,1180914.2,0.24657884,-0.021827485,0.00018065067
2020-06-23 00:00:00+00:00,-0.00043208563,1180402.2,0.30249071,0.080596415,0.00015507834
2020-06-24 00:00:00+00:00,-0.0045541941,1175024.6,0.24455622,0.050070465,0.00013242041
2020-06-25 00:00:00+00:00,-0.0013191192,1173473.1,0.17070361,-0.045245922,0.00012883114
2020-06-26 00:00:00+00:00,-0.0015798241,1171614.8,0.20527065,-0.075157059,0.0001195101
2020-06-27 00:00:00+00:00,0.013290938,1187141.2,0.28356927,-0.22584466,0.00020892201
2020-06-28 00:00:00+00:00,-0.0049876628,1181223.1,0.26047525,-0.26047525,0.00010406761
2020-06-29 00:00:00+00:00,-0.0016494208,1179255.3,0.37367334,-0.37367334,0.00021221975
2020-06-30 00:00:00+00:00,0.0024485043,1182126.6,0.44733597,-0.44733597,0.00023452212
2020-07-01 00:00:00+00:00,-0.0086228217,1171965.6,0.44706477,-0.43846797,0.00025347475
2020-07-02 00:00:00+00:00,0.0047471877,1177490.6,0.47435839,-0.46652512,0.00022351504
2020-07-03 00:00:00+00:00,-0.00050027421,1176895,0.32473621,-0.2932439,0.0002032372
2020-07-04 00:00:00+00:00,-0.005666997,1170230.7,0.47474895,-0.45368356,0.00026174703
2020-07-05 00:00:00+00:00,0.0022270979,1172820.7,0.52650375,-0.51817997,0.00028567173
2020-07-06 00:00:00+00:00,-0.014480218,1155938.5,0.31093035,-0.21365671,0.00020131308
2020-07-07 00:00:00+00:00,0.011199061,1168928.4,0.22649504,0.0045567539,0.00016707028
2020-07-08 00:00:00+00:00,0.018846903,1191022,0.22596455,0.14182895,0.00014926325
2020-07-09 00:00:00+00:00,-0.011668532,1177139.4,0.29735211,0.29639372,0.00016750255
2020-07-10 00:00:00+00:00,0.00062202371,1177851.9,0.23616667,0.22302187,0.0001536259
2020-07-11 00:00:00+00:00,0.0041256551,1182702.3,0.32029685,0.30782144,0.00018188868
2020-07-12 00:00:00+00:00,5.2392504e-05,1182721.2,0.40219581,0.3904375,0.00018454891
2020-07-13 00:00:00+00:00,-0.0034339014,1178629.3,0.27853875,0.22356176,0.00015636371
2020-07-14 00:00:00+00:00,-0.0020246497,1176240.7,0.21892601,0.087359622,0.00012184884
2020-07-15 00:00:00+00:00,-0.0055847428,1169675.2,0.31747104,0.28321918,0.00018445719
2020-07-16 00:00:00+00:00,-0.0044920062,1164425.9,0.21112438,-0.030911442,0.00011036771
2020-07-17 00:00:00+00:00,-0.0012449199,1162976.7,0.19701727,-0.063631833,0.00014998269
2020-07-18 00:00:00+00:00,0.0024673251,1165845.8,0.36206539,-0.09605703,0.00026772274
2020-07-19 00:00:00+00:00,0.00027192755,1166161.2,0.3583907,0.031071797,0.00020304446
2020-07-20 00:00:00+00:00,-0.00622195,1158917.8,0.32082062,0.13684064,0.00014991624
2020-07-21 00:00:00+00:00,0.0031544162,1162560.8,0.36927333,0.31905802,0.00024089598
2020-07-22 00:00:00+00:00,0.015074022,1180140,0.3194444,0.3194444,0.00019688305
2020-07-23 00:00:00+00:00,0.0068030026,1188155,0.3965829,0.3965829,0.00022659891
2020-07-24 00:00:00+00:00,0.0026446704,1191229.4,0.47080164,0.47080164,0.00024711095
2020-07-25 00:00:00+00:00,0.021977004,1217591.7,0.62415575,0.62415575,0.00032924424
2020-07-26 00:00:00+00:00,0.013724525,1234301.9,0.59002921,0.59002921,0.00024128845
2020-07-27 00:00:00+00:00,0.024879166,1265108.3,0.4556057,0.4556057,0.00020680372
2020-07-28 00:00:00+00:00,-0.0083840361,1254436.6,0.35885588,0.35885588,0.00017181439
2020-07-29 00:00:00+00:00,0.0073218452,1263552.8,0.45956386,0.45956386,0.00022552762
2020-07-30 00:00:00+00:00,0.0070278637,1272381.4,0.52103038,0.52103038,0.00023190074
2020-07-31 00:00:00+00:00,0.013473806,1289511.1,0.53626653,0.53626653,0.00022499054
2020-08-01 00:00:00+00:00,0.046189198,1350104.9,0.51972271,0.51972271,0.00023434393
2020-08-02 00:00:00+00:00,-0.021000587,1320576.7,0.18549553,0.18549553,0.0001074121
2020-08-03 00:00:00+00:00,0.0087851519,1332168.5,0.21647884,0.21647884,0.00014698764
2020-08-04 00:00:00+00:00,-0.0057645125,1324448,0.29686848,0.29686848,0.00012384945
2020-08-05 00:00:00+00:00,0.0088086309,1336119.7,0.3230348,0.3230348,0.00014655839
2020-08-06 00:00:00+00:00,-0.00070571876,1335153.7,0.31549584,0.31549584,0.00013414629
2020-08-07 00:00:00+00:00,-0.0099442703,1321900.3,0.29646081,0.29646081,0.00014579545
2020-08-08 00:00:00+00:00,0.0055559485,1329243.2,0.25313713,0.25313713,0.00011060492
2020-08-09 00:00:00+00:00,-0.003087978,1325126,0.26342071,0.26342071,0.00011390667
2020-08-10 00:00:00+00:00,0.0028636046,1328899.8,0.24990921,0.24990921,0.00010256145
2020-08-11 00:00:00+00:00,-0.011228536,1314038.1,0.18445646,0.18445646,6.477221e-05
2020-08-12 00:00:00+00:00,0.0035751668,1318733.9,0.13142826,0.13142826,7.3046837e-05
2020-08-13 00:00:00+00:00,0.0060112714,1326663.5,0.18214601,0.18214601,8.4913103e-05
2020-08-14 00:00:00+00:00,0.0061238538,1334802.3,0.21934941,0.21934941,0.00010797605
2020-08-15 00:00:00+00:00,-0.0044231815,1328901.4,0.23786625,0.23786625,0.00011216036
2020-08-16 00:00:00+00:00,0.0014981415,1330874,0.28488911,0.28488911,0.0001650941
2020-08-17 00:00:00+00:00,0.007812012,1341269.1,0.30635577,0.30635577,0.00013300109
2020-08-18 00:00:00+00:00,-0.0076708548,1330985.7,0.25057478,0.25057478,0.00011442354
2020-08-19 00:00:00+00:00,-0.0058950822,1323146.3,0.16551006,0.16551006,6.6251236e-05
2020-08-20 00:00:00+00:00,0.00089859979,1324330.9,0.1406999,0.1406999,6.4244226e-05
2020-08-21 00:00:00+00:00,-0.0079651737,1313813.7,0.14699878,0.14699878,5.993415e-05
2020-08-22 00:00:00+00:00,0.0023533291,1316906.7,0.10437161,0.10437161,5.0982656e-05
2020-08-23 00:00:00+00:00,-0.0007494561,1315918.1,0.11044097,0.11044097,7.0857051e-05
2020-08-24 00:00:00+00:00,0.0023338789,1318986.1,0.20577828,0.20577828,0.00012883057
2020-08-25 00:00:00+00:00,-0.0094137944,1306613.3,0.16414706,0.16414706,6.6418054e-05
2020-08-26 00:00:00+00:00,0.0022370652,1309535.2,0.13589862,0.13589862,7.7394835e-05
2020-08-27 00:00:00+00:00,-0.0027938579,1305867.2,0.14648295,0.14301023,6.0194967e-05
2020-08-28 00:00:00+00:00,0.00032290081,1306286.6,0.10387511,0.093350988,4.6801259e-05
2020-08-29 00:00:00+00:00,0.00064270046,1307123.4,0.11793016,0.10731078,5.3691889e-05
2020-08-30 00:00:00+00:00,0.0051140119,1313816.7,0.1930205,0.19213304,0.00012370261
2020-08-31 00:00:00+00:00,-0.0012218149,1312204.9,0.21782243,0.16725048,0.00010971703
2020-09-01 00:00:00+00:00,0.011884094,1327859.1,0.25739845,0.22847896,0.00015381964
2020-09-02 00:00:00+00:00,-0.0098809933,1314750.5,0.1829696,0.16743498,8.1736855e-05
2020-09-03 00:00:00+00:00,-0.004898051,1308305.4,0.11171385,0.010301102,6.8975711e-05
2020-09-04 00:00:00+00:00,-0.0031728219,1304156.4,0.098989674,-0.086343998,4.2269248e-05
2020-09-05 00:00:00+00:00,0.0057689341,1311606,0.15159441,-0.15117767,0.00010136662
2020-09-06 00:00:00+00:00,-0.0043401919,1305900.1,0.16533311,-0.16530818,7.6544154e-05
2020-09-07 00:00:00+00:00,-0.0020933304,1303110.7,0.21707802,-0.2170598,0.00011607582
2020-09-08 00:00:00+00:00,0.0027220385,1306642.5,0.1704932,-0.16356486,9.1513021e-05
2020-09-09 00:00:00+00:00,-0.0037917557,1301691.5,0.16526226,-0.13770747,8.0827738e-05
2020-09-10 00:00:00+00:00,-0.0017544738,1299405,0.14859588,-0.081725668,7.4482511e-05
2020-09-11 00:00:00+00:00,0.00065240768,1300250.9,0.12857278,-0.065806075,7.112151e-05
2020-09-12 00:00:00+00:00,0.0035747679,1304904.3,0.14178914,-0.04608299,6.861554e-05
2020-09-13 00:00:00+00:00,0.00036357332,1305372,0.13834416,-0.054704665,6.8381232e-05
2020-09-14 00:00:00+00:00,-0.0018454349,1302961,0.10837688,-0.057537837,5.0626078e-05
2020-09-15 00:00:00+00:00,-0.0024378237,1299785.3,0.092492594,-0.056587866,4.3663383e-05
2020-09-16 00:00:00+00:00,-0.002274769,1296829.2,0.1113383,-0.05438207,6.5413663e-05
2020-09-17 00:00:00+00:00,-0.0004028977,1296306.5,0.094151465,-0.013563935,5.9712586e-05
2020-09-18 00:00:00+00:00,4.6511481e-05,1296365.2,0.14050652,0.050163612,6.9943621e-05
2020-09-19 00:00:00+00:00,-0.00023583278,1296057.6,0.14500828,0.052560719,7.7008177e-05
2020-09-20 00:00:00+00:00,-0.0026870132,1292577.7,0.13283472,0.033249037,7.7882963e-05
2020-09-21 00:00:00+00:00,-0.00079299123,1291548.4,0.11650197,-0.037473729,8.2985861e-05
2020-09-22 00:00:00+00:00,-0.00051401179,1290881.7,0.10913597,-0.10760285,5.0962372e-05
2020-09-23 00:00:00+00:00,0.0063683685,1299117.5,0.18350566,-0.18318378,0.00012142516
2020-09-24 00:00:00+00:00,-0.0091850955,1287218.6,0.21534066,-0.21486408,7.814176e-05
2020-09-25 00:00:00+00:00,-0.0045744981,1281333.1,0.098383847,-0.09382004,5.4961599e-05
2020-09-26 00:00:00+00:00,0.0002262778,1281622.2,0.098013262,-0.052961581,7.5836855e-05
2020-09-27 00:00:00+00:00,-0.0010201883,1280314.8,0.081903747,-0.018886405,5.8432288e-05
2020-09-28 00:00:00+00:00,0.00024091402,1280622.6,0.1099888,0.011546892,6.4723791e-05
2020-09-29 00:00:00+00:00,0.0009536167,1281843.3,0.12136446,-0.052406251,8.0133106e-05
2020-09-30 00:00:00+00:00,-0.0007399528,1280889.7,0.27136178,-0.20529338,0.00020427207
2020-10-01 00:00:00+00:00,0.00033944424,1281285.9,0.42933703,-0.34381933,0.00027087255
2020-10-02 00:00:00+00:00,0.0033439847,1285508.7,0.39805134,-0.37600268,0.00017282851
2020-10-03 00:00:00+00:00,-0.0014843257,1283591.1,0.521516,-0.47388054,0.00034237685
